Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Item_Visibility,Item_Visibility_MeanRatio,Item_Weight,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9,Outlet_Identifier,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_Years,source
0,1,0,NCS42,90.5146,729.7168,0,0,1,0.069809115,0.9275067703619263,8.6,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
1,0,0,FDL40,96.541,2220.4429999999998,0,1,0,0.011660463000000001,1.1573551300771345,17.7,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDD47,171.9448,3749.7856,0,1,0,0.142410775,0.874728790174538,7.6,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,DRE03,48.7718,236.359,1,0,0,0.024226902,0.9296325992841618,19.6,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,1,0,NCM18,61.3194,2043.3402,0,0,1,0.082440705,0.8704928808281975,13.0,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDF52,184.2292,1641.8628,0,1,0,0.066918731,0.9610435215332497,9.3,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,1,0,NCG43,91.4462,1943.4702,0,0,1,0.07439000700000001,1.0629952275348358,20.2,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,0,1,FDE20,171.179,4923.590999999999,0,1,0,0.005530516,0.9990698046634955,11.35,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDI33,90.3146,2554.0088,0,1,0,0.028579565,1.0047208934147212,16.5,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCT06,165.0842,2320.9788,0,0,1,0.038705317,1.0272169736981147,17.1,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDY24,53.1298,808.947,0,1,0,0.1258877755,1.0,4.88,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDZ33,148.7076,1330.2684,0,1,0,0.10800453199999999,1.0305630711674034,10.195,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDJ55,223.2404,2475.4444,0,1,0,0.023626808,0.9334195149242173,12.8,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDE45,180.4002,716.4008,0,1,0,0.070660449,1.6783166181803462,12.099999999999998,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,0,1,FDD44,258.5646,3091.9752,0,1,0,0.078719835,1.1461567350016066,8.05,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDD10,178.0344,1605.9096,0,1,0,0.046208155,1.0409182559627708,20.6,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDA39,39.9822,78.5644,0,1,0,0.012769753,1.1565758154413468,6.32,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDB36,131.2626,3410.2276,0,1,0,0.048486800999999996,1.5980866124426423,5.465,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDK52,226.2062,677.1186,0,1,0,0.132596101,1.7744255371955608,18.25,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,0,1,FDJ36,102.0332,2050.6639999999998,0,1,0,0.128459481,0.9310779349373357,14.5,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCB55,57.5562,829.5868,0,0,1,0.161317495,0.92604693723302,15.7,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,1,0,NCK18,166.9184,660.4736,0,0,1,0.011211251,1.7749162158088314,9.6,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,0,1,FDX27,94.9436,1229.0668,0,1,0,0.11429451199999999,1.038306992821615,20.7,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDB08,159.9578,2727.7826,0,1,0,0.031103357,1.1598923069837686,6.055,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDX43,165.05,2330.3,0,1,0,0.08527498800000001,1.1521149848935517,5.655,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDA20,186.424,1304.968,0,1,0,0.066892471,1.0031395390648115,6.78,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDC04,241.3854,483.3708,0,1,0,0.078764059,1.6148105877002141,15.599999999999998,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,0,1,FDG17,244.4486,4153.9262,0,1,0,0.036042938999999996,0.927506760695877,6.865,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDU58,188.4898,187.0898,0,1,0,0.04855968,1.7356585009189036,6.61,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDP24,120.9756,3877.6192,0,1,0,0.082602127,0.9251308136627844,20.599999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,1,0,NCT29,121.9414,1462.0968,0,0,1,0.064240743,0.9158611258797673,12.6,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,FDB08,160.3578,1765.0358,0,1,0,0.031230058999999998,1.1646172206025607,6.055,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,1,0,NCB43,188.3898,3554.7062,0,0,1,0.100114941,1.0387207066114592,20.2,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,0,1,FDL09,168.8816,167.7816,0,1,0,0.22417463,1.5315372010183719,19.599999999999998,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,DRK49,40.5138,446.7518,1,0,0,0.035943717,1.0329251299515483,14.15,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDR37,184.4292,3101.2964,0,1,0,0.06619442,1.032065539952531,16.5,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDG56,61.0536,1898.8616,0,1,0,0.07143905099999999,0.9294568270965117,13.3,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDE34,181.7634,6179.9556,0,1,0,0.108059141,1.0345310423358207,9.195,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDE16,207.5954,6668.6528,0,1,0,0.026216144,0.8704928720104619,8.894999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDT58,168.6816,1342.2528,0,1,0,0.085938463,0.9294568173364273,9.0,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,0,1,FDR03,207.898,3095.97,0,1,0,0.008734284,1.1412908636407402,15.7,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,1,0,NCL30,128.7336,2173.1712,0,0,1,0.049016517,1.0006230275310384,18.1,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDT22,59.821999999999996,1677.816,0,1,0,0.111554381,0.917823690302929,10.394999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,0,1,FDP45,253.1724,5285.1204,0,1,0,0.030672457,0.9237238300844487,15.7,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDS15,107.1596,2804.3496,0,1,0,0.07799564099999999,0.8740008681689281,9.195,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDF16,146.6076,1773.6912,0,1,0,0.08571527300000001,0.8704928792980023,7.299999999999999,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,0,1,FDL13,234.93,4660.6,0,1,0,0.05643278400000001,0.876502769112763,13.85,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,1,0,NCV30,61.451,126.50200000000001,0,0,1,0.066200667,0.9251921516167542,20.2,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDG33,172.2764,171.7764,0,1,0,0.24554262699999999,1.5315372005591992,5.365000000000001,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,0,1,FDO10,55.5588,1603.2464,0,1,0,0.012751700000000001,1.4984443696901992,13.65,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDQ03,238.7248,2133.2232,0,1,0,0.07794933400000001,1.0594999788553534,15.0,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCC55,36.0848,372.848,0,0,1,0.06402288099999999,1.164348121536615,10.695,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDD52,109.15700000000001,1867.569,0,1,0,0.182407266,0.9942317092613225,18.25,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,0,1,FDI16,54.864,319.584,0,1,0,0.136328794,0.9624658011071305,14.0,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDB44,210.0586,4221.1720000000005,0,1,0,0.016958832,1.0373937346686466,6.655,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDA25,101.199,1031.99,0,1,0,0.068125756,1.0274967272927054,16.5,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDV33,257.8304,1808.3128,0,1,0,0.02734361,0.9990697345750196,9.6,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDX47,155.8288,1099.9016,0,1,0,0.034658144,0.8760887695317624,6.55,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDO50,89.8804,1102.5648,0,1,0,0.06729972233333333,1.0,16.25,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDV57,179.86599999999999,2696.49,0,1,0,0.065841719,1.3319246803918117,15.25,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDB02,174.537,1235.059,0,1,0,0.029158762999999997,0.9988808317542991,9.695,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDD16,74.7696,74.5696,0,1,0,0.063649582,1.5315371939089426,20.5,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,FDX02,225.0404,4950.8888,0,1,0,0.05706009,0.9990697490817565,16.0,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDP11,218.3166,435.4332,0,1,0,0.11566015,1.4641166655154558,15.85,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDH32,98.241,2220.4429999999998,0,1,0,0.075691713,0.8704928775766246,12.799999999999999,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,1,0,NCL18,193.9136,3110.6176,0,0,1,0.167844438,0.9237238290381655,18.85,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDT12,224.5062,4514.124,0,1,0,0.049722335,1.0350199089282288,6.215,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,FDD50,167.7132,3889.6036,0,1,0,0.14095631,0.9942317084025664,18.849999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,1,0,NCU05,80.8618,1288.9888,0,0,1,0.058827557,0.931077933993391,11.8,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDI56,90.3146,1733.0774,0,1,0,0.093765794,0.8782920693734948,7.325,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,DRL11,159.2946,1893.5352,1,0,0,0.048092816,0.9310779353247303,10.5,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDQ08,61.9536,1225.072,0,1,0,0.018968743,0.8765027450170035,15.7,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,FDW20,124.973,2463.46,0,1,0,0.024032484,1.0316974363215676,20.75,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,0,1,FDW46,63.4484,1043.9744,0,1,0,0.070444232,0.9241603481579662,13.0,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,0,1,FDO09,264.491,6574.775,0,1,0,0.125469442,1.034531035035943,13.5,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,DRJ49,128.9652,1679.1476,1,0,0,0.01405025,1.146156756988806,6.865,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDP26,103.0306,2404.2038,0,1,0,0.139436695,1.1585886371578908,7.785,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDO19,46.9034,972.068,0,1,0,0.016593506,1.0371975350347953,17.7,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,1,0,NCG43,93.6462,277.6386,0,0,1,0.124261614,1.7756350345252143,20.2,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDG02,189.5188,1904.1879999999999,0,1,0,0.011261165,0.9222899413265334,7.855,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDO32,45.906000000000006,419.454,0,1,0,0.120520818,0.9294568232939739,6.36,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,0,1,FDR34,229.4352,4809.7392,0,1,0,0.015965308,0.9222898867468357,17.0,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDU59,163.5552,1787.0072,0,1,0,0.09638622699999999,0.9990697541381504,5.78,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDN31,187.953,2656.542,0,1,0,0.073029341,0.9315179235780798,11.5,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,0,1,FDT55,158.1946,6942.9624,0,1,0,0.043443752999999995,1.022799732975438,13.599999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDE08,147.3734,2375.5744,0,1,0,0.049520592999999995,0.8667048603673475,18.2,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDK52,223.8062,4288.4178,0,1,0,0.079152918,1.0592389820176251,18.25,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDW11,60.4194,990.7104,0,1,0,0.048741487,0.9288589854798653,12.6,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDC03,195.3794,3511.4292,0,1,0,0.071958197,0.9310779346566062,8.575,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDR43,37.719,549.285,0,1,0,0.162147349,0.9334195336662617,18.2,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDL14,155.2972,311.5944,0,1,0,0.05382735,1.4641166749159544,8.115,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDP39,52.4324,571.2564,0,1,0,0.069565759,0.8765027643825731,12.65,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,FDG29,40.0454,419.454,0,1,0,0.056019324,0.9942317137237273,17.599999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,DRH15,41.9428,1537.9979999999998,1,0,0,0.10991127199999999,1.0274967214000794,8.775,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDT11,187.7556,3755.112,0,1,0,0.029366813,0.8745633889364562,5.94,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDU48,131.5284,1581.9408,0,1,0,0.055347985,0.874563396054026,18.85,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,0,1,FDY12,49.2008,657.8104,0,1,0,0.13564397244444446,1.0,9.8,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDS44,238.3538,5528.1374,0,1,0,0.156926608,1.0336461891810151,12.65,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCP06,149.8366,2267.049,0,0,1,0.039405676,0.933419534203731,20.7,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,DRH23,55.2614,718.3982,1,0,0,0.17017651600000003,0.9579234595211679,14.65,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDA16,222.8456,7073.4592,0,1,0,0.033777628999999997,1.136113834421135,6.695,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDT45,55.8956,491.3604,0,1,0,0.057546914000000005,1.0408411682359744,15.85,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDE56,61.5194,1052.6298,0,1,0,0.16009590099999998,0.9275067661159102,17.25,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDA40,87.4856,263.6568,0,1,0,0.09983272800000001,1.0428255052180433,16.0,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
1,0,0,FDA39,40.2822,628.5152,0,1,0,0.012717946,1.151883577206937,6.32,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,1,0,NCB19,86.7882,1975.4286,0,0,1,0.09027863400000001,0.922115522721881,6.525,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDZ34,191.882,3861.64,0,1,0,0.066472248875,1.0,6.695,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDV22,157.963,2816.3340000000003,0,1,0,0.009958940999999999,0.9315179598643301,14.85,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,FDO40,150.7392,3131.9232,0,1,0,0.032678839,0.9310779415490655,17.1,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDD21,115.0176,4122.6336,0,1,0,0.022936951625000004,1.0,10.3,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDO36,179.166,3056.022,0,1,0,0.077849003,0.9577806965850192,19.7,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDV34,73.5038,1478.076,0,1,0,0.011443222,0.9310779625407573,10.695,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCY18,177.1054,2626.5809999999997,0,0,1,0.031214809,0.9315179157670479,7.285,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,1,0,NCM54,127.3678,3306.3628,0,0,1,0.051146565,0.9624832516196349,17.7,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDB59,198.0084,793.6336,0,1,0,0.015302653000000001,1.0382300491246446,18.25,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDS45,106.7622,211.7244,0,1,0,0.04937018,1.4641166614104073,5.175,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDV24,148.705,1198.44,0,1,0,0.08812433033333332,1.0,5.635,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDD46,155.5998,153.7998,0,1,0,0.23643360100000002,1.4641166667030476,6.035,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDQ39,191.4846,3057.3536,0,1,0,0.081372267,1.0408411650281177,14.8,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDD52,111.65700000000001,1537.9979999999998,0,1,0,0.18329488,0.9990697510988898,18.25,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDL39,179.4318,360.8636,0,1,0,0.06358934,0.8782920686930694,16.1,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDV02,170.4106,513.3318,0,1,0,0.060792265,1.0031395352624308,16.75,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDE11,184.3924,4257.1252,0,1,0,0.12742662800000001,1.0,17.7,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,1,0,NCU54,208.92700000000002,7130.718000000001,0,0,1,0.098775709,0.93107793096246,8.88,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDR43,38.319,109.85700000000001,0,1,0,0.270300331,1.5560143934999282,18.2,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDD51,44.9744,498.0184,0,1,0,0.119852889,1.1410855654504506,11.15,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDO60,45.3086,490.6946,0,1,0,0.034563936,1.0430713386255843,20.0,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCS06,263.091,5522.811,0,0,1,0.031710329,1.1840044138151253,7.935,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDX50,110.7228,1657.842,0,1,0,0.074778547,0.8765027645015901,20.1,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,0,1,FDQ55,114.7834,3455.502,0,1,0,0.013035608999999998,0.998880822993369,13.65,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,0,1,FDL52,36.7506,75.9012,0,1,0,0.046277955999999995,0.9624064744932915,6.635,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDK52,226.1062,6771.186,0,1,0,0.07937949999999999,1.0622711442308173,18.25,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,1,0,NCO02,66.0142,988.7130000000001,0,0,1,0.073783159,1.0335903155242798,11.15,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCO30,185.6608,918.804,0,0,1,0.01572192,0.9583971587311524,19.5,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDA33,148.2076,3399.5748,0,1,0,0.033952603,1.0006230427042677,6.48,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDB12,102.7648,1142.5128,0,1,0,0.10522002400000001,0.9982383438205042,11.15,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDT40,125.8678,3560.6984,0,1,0,0.09571560800000001,1.0267170462848485,5.985,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCO05,99.3384,2759.0752,0,0,1,0.046822808,0.9348909925083045,7.27,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDR32,227.5694,3653.9104,0,1,0,0.07395468533333333,1.0,6.78,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDM04,50.7666,512.6659999999999,0,1,0,0.04731256,1.1285319845840254,9.195,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,DRL01,232.8958,5608.6992,1,0,0,0.077108099,0.9577807024878187,19.5,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
